Scenario,ID,Eta,Value
WorkFlow,1,nVmax,0.00499107162401776
WorkFlow,1,nV,-0.698978087829429
WorkFlow,2,nVmax,-0.190375212287139
WorkFlow,2,nV,-0.204328821532605
WorkFlow,3,nVmax,0.0334035223597556
WorkFlow,3,nV,0.0310982774867467
WorkFlow,4,nVmax,-0.0805718107451703
WorkFlow,4,nV,-0.520165531338297
WorkFlow,5,nVmax,-0.0341609365178037
WorkFlow,5,nV,-0.0874228930385462
WorkFlow,6,nVmax,0.418508991422822
WorkFlow,6,nV,0.0642382192866061
WorkFlow,7,nVmax,0.507692245175876
WorkFlow,7,nV,0.158929299588322
WorkFlow,8,nVmax,0.118374388443264
WorkFlow,8,nV,-0.213482138127382
WorkFlow,9,nVmax,-0.0583441225464577
WorkFlow,9,nV,0.0780997374593853
WorkFlow,10,nVmax,0.0523456806430126
WorkFlow,10,nV,-0.261167640978844
WorkFlow,11,nVmax,-0.300940051715681
WorkFlow,11,nV,-0.101331276320286
WorkFlow,12,nVmax,-0.078156636952722
WorkFlow,12,nV,0.33906430392571
WorkFlow,13,nVmax,0.0326883086681425
WorkFlow,13,nV,-0.0244965930842831
WorkFlow,14,nVmax,0.188149244523515
WorkFlow,14,nV,0.400292449893309
WorkFlow,15,nVmax,-0.273470025351567
WorkFlow,15,nV,-0.131650779821187
WorkFlow,16,nVmax,0.160848184589871
WorkFlow,16,nV,0.017727473041398
WorkFlow,17,nVmax,-0.348092129252817
WorkFlow,17,nV,0.0966506984636056
WorkFlow,18,nVmax,-0.193954025876156
WorkFlow,18,nV,-0.224511166866103
WorkFlow,19,nVmax,0.198693903947156
WorkFlow,19,nV,-0.0163860391756039
WorkFlow,20,nVmax,-0.698891220248175
WorkFlow,20,nV,-0.319784946329929
WorkFlow,21,nVmax,0.188725234912741
WorkFlow,21,nV,0.269435697459585
WorkFlow,22,nVmax,-0.344126219819571
WorkFlow,22,nV,-0.373063418360907
WorkFlow,23,nVmax,0.145757281125472
WorkFlow,23,nV,-0.0538051145238681
WorkFlow,24,nVmax,-0.382426324260733
WorkFlow,24,nV,-0.220849752740227
WorkFlow,25,nVmax,0.281419488411944
WorkFlow,25,nV,0.159624184163203
WorkFlow,26,nVmax,0.599576146082893
WorkFlow,26,nV,0.330221016726374
WorkFlow,27,nVmax,0.378880112282372
WorkFlow,27,nV,-0.384279689869242
WorkFlow,28,nVmax,-0.749571243228195
WorkFlow,28,nV,-0.415515796695787
WorkFlow,29,nVmax,0.453467985752353
WorkFlow,29,nV,0.349225786901366
WorkFlow,30,nVmax,0.798040270810727
WorkFlow,30,nV,0.174704698956253
WorkFlow,31,nVmax,-1.01383163868276
WorkFlow,31,nV,-0.852992083328657
WorkFlow,32,nVmax,0.0711125747196228
WorkFlow,32,nV,0.318821210105717
WorkFlow,33,nVmax,0.45543731150219
WorkFlow,33,nV,0.313313239833268
WorkFlow,34,nVmax,0.0649988885137744
WorkFlow,34,nV,-0.1827513219962
WorkFlow,35,nVmax,-0.0730452772396104
WorkFlow,35,nV,0.142461685558213
WorkFlow,36,nVmax,0.628699015018907
WorkFlow,36,nV,0.594305930947425
WorkFlow,37,nVmax,-0.389513914652986
WorkFlow,37,nV,-0.156535000053167
WorkFlow,38,nVmax,0.668678618625925
WorkFlow,38,nV,0.469331010307443
WorkFlow,39,nVmax,0.603257223047595
WorkFlow,39,nV,0.148773052345597
WorkFlow,40,nVmax,-0.0395070634274876
WorkFlow,40,nV,-0.0289916447929574
WorkFlow,41,nVmax,0.0673146494182098
WorkFlow,41,nV,-0.49750698606236
WorkFlow,42,nVmax,0.547884965164803
WorkFlow,42,nV,0.281442454029366
WorkFlow,43,nVmax,0.231128516302828
WorkFlow,43,nV,0.188835311156086
WorkFlow,44,nVmax,-0.845046345717283
WorkFlow,44,nV,-0.216108094296332
WorkFlow,45,nVmax,-0.0727465738997573
WorkFlow,45,nV,0.221502569640883
WorkFlow,46,nVmax,-0.142975560778348
WorkFlow,46,nV,0.138440623879463
WorkFlow,47,nVmax,-0.78022058710686
WorkFlow,47,nV,-0.571325183869756
WorkFlow,48,nVmax,0.150023148731323
WorkFlow,48,nV,0.28744868554015
WorkFlow,49,nVmax,0.223686043908316
WorkFlow,49,nV,-0.0124535753799059
WorkFlow,50,nVmax,0.0154396597615203
WorkFlow,50,nV,0.210379394524025
WorkFlow,51,nVmax,-0.163481244886345
WorkFlow,51,nV,0.26086353283031
WorkFlow,52,nVmax,0.235770406276809
WorkFlow,52,nV,-0.228625025310206
WorkFlow,53,nVmax,-0.198066940828739
WorkFlow,53,nV,-0.189677154874853
WorkFlow,54,nVmax,0.578608145980012
WorkFlow,54,nV,0.285388020807842
WorkFlow,55,nVmax,-0.0203940717133968
WorkFlow,55,nV,0.369986163348272
WorkFlow,56,nVmax,0.105805323956096
WorkFlow,56,nV,0.261151370360637
WorkFlow,57,nVmax,-0.283390767985043
WorkFlow,57,nV,-0.290952488197797
WorkFlow,58,nVmax,-0.0887440516969736
WorkFlow,58,nV,-0.390748219696056
WorkFlow,59,nVmax,0.204233393397197
WorkFlow,59,nV,0.077859407029442
WorkFlow,60,nVmax,-0.105221397916186
WorkFlow,60,nV,-0.202465425631779
