Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,CEps
WorkFlow,1,,,,,,,
WorkFlow,-0.0616954941257216,1,,,,,,
WorkFlow,-0.1109472882109,0.989568938351982,1,,,,,
WorkFlow,0.273244447129289,-0.279797723847095,-0.260099415414551,1,,,,
WorkFlow,0.147119935006153,-0.249685571919004,-0.217632109352345,0.842275650247329,1,,,
WorkFlow,-0.0288975756087007,-0.0730895455622708,-0.0476067644398339,0.271688940646419,0.740742120730659,1,,
WorkFlow,0.0855750453461389,-0.184803659928539,-0.151003769733084,0.711806852506948,0.975183460702894,0.866178796663528,1,
WorkFlow,0.00617316755750283,-0.0465526794282974,-0.084648900417944,-0.527454621544268,-0.671877652205698,-0.55593838462483,-0.681936064488721,1
