
 WorkFlow
Start 2024-05-14 09:59:52  Run : 1.98333333333333 nSubj: 60 nObs : 420
 Iter     -2LL CMultStdev  tvVmax    tvKm      tvV     tvKa      K12      K21
    1 7431.686   0.678848 1299.23 1186.78 17.91340 1.097250 2.356580 2.779850
    2 7407.020   0.566774 1312.68 1203.44 17.61750 1.044140 2.268030 2.936590
    3 7389.968   0.479735 1292.76 1227.90 16.61060 0.963343 2.065450 3.123730
    4 7381.426   0.458685 1298.48 1280.99 14.99470 0.848588 1.764090 3.424900
    5 7378.429   0.472726 1296.91 1338.59 14.97430 0.843231 1.754500 3.458850
    6 7368.214   0.487259 1332.65 1629.58 14.80490 0.828226 1.724350 3.569530
    7 7361.123   0.488513 1492.63 1915.85 14.89370 0.823925 1.720450 3.644650
    8 7359.299   0.477085 1618.19 2003.04 15.08900 0.817202 1.744550 3.615990
    9 7358.591   0.466879 1616.62 1976.30 14.78000 0.819205 1.728780 3.559170
   10 7358.105   0.459518 1604.29 1992.97 14.62980 0.811079 1.739870 3.445050
   11 7357.405   0.460715 1631.65 2060.04 14.44970 0.813271 1.775590 3.312120
   12 7356.964   0.465804 1676.69 2177.81 13.77280 0.781911 1.799690 3.030860
   13 7356.833   0.467678 1688.44 2198.39 13.73370 0.776327 1.802290 3.030300
   14 7356.697   0.473433 1735.36 2295.99 13.43930 0.754397 1.841940 2.918700
   15 7356.439   0.479036 1803.76 2431.23 12.95160 0.729453 1.947140 2.704170
   16 7355.975   0.478064 1855.83 2545.09 12.28710 0.716868 2.010050 2.536650
   17 7355.705   0.474825 1933.91 2703.52 11.33290 0.689298 2.111910 2.287180
   18 7355.588   0.467656 2017.01 2895.57  9.83793 0.638684 2.272850 1.840930
   19 7354.762   0.460449 1992.59 2917.99  9.45175 0.611908 2.255440 1.845960
   20 7354.412   0.466450 1983.49 2918.52  9.49725 0.606902 2.255460 1.815440
   21 7354.293   0.472170 1999.92 2954.98  9.11484 0.582213 2.272490 1.663240
   22 7354.253   0.474703 2002.86 2978.52  8.82005 0.561745 2.279000 1.560740
   23 7354.075   0.473820 1981.72 2990.20  8.70672 0.556963 2.230850 1.511270
   24 7353.891   0.467762 1986.18 2984.47  8.00754 0.511381 2.139760 1.288430
   25 7353.632   0.467700 1994.78 2997.51  8.37453 0.527884 2.150680 1.407730
   26 7353.476   0.467238 2005.26 2997.98  8.80127 0.552896 2.170940 1.520230
   27 7353.217   0.466286 2010.46 2999.91  8.73549 0.546388 2.114860 1.472710
   28 7352.684   0.466206 2026.26 2992.53  8.81652 0.543984 1.990170 1.408220
   29 7351.537   0.464570 2030.99 2924.70  9.27065 0.522044 1.606720 1.255920
   30 7351.159   0.465697 2022.41 2908.12  9.24272 0.527659 1.553290 1.177600
   31 7350.954   0.468465 1995.40 2894.75  9.32144 0.529282 1.448790 1.082830
   32 7350.805   0.468714 1984.40 2898.90  9.61878 0.532088 1.353360 1.088220
   33 7350.777   0.468589 1980.17 2888.19  9.72806 0.530249 1.287830 1.062560
   34 7350.718   0.467553 1977.44 2857.79  9.70258 0.516858 1.212390 0.993601
   35 7350.509   0.465916 1969.62 2876.17  9.59557 0.508731 1.211410 0.960833
   36 7350.249   0.462069 1961.56 2911.14  9.32796 0.485999 1.136500 0.842063
   37 7350.178   0.463625 1975.39 2925.22  9.42733 0.497016 1.146790 0.882688
   38 7350.065   0.466023 1979.38 2944.23  9.60368 0.500396 1.059520 0.852908
   39 7350.026   0.467128 1990.46 2962.10  9.70441 0.498617 0.985161 0.814597
   40 7350.026   0.467376 1993.71 2967.16  9.72819 0.497102 0.959624 0.797565
   41 7349.934   0.467758 1996.01 2959.72  9.75762 0.492854 0.934157 0.772974
   42 7349.872   0.467694 2000.27 2962.83  9.84185 0.487941 0.910242 0.752712
   43 7349.866   0.467650 2001.83 2964.26  9.88151 0.485761 0.896613 0.741912
   44 7349.864   0.467237 2002.04 2968.05  9.91117 0.487693 0.894313 0.742388
   45 7349.855   0.466227 2002.67 2970.25  9.95203 0.489857 0.889353 0.747969
   46 7349.852   0.465474 2004.16 2972.52  9.97955 0.491919 0.886867 0.753265
   47 7349.847   0.465809 2003.79 2970.87  9.93372 0.490964 0.892578 0.751076
   48 7349.843   0.465546 2008.25 2970.65  9.78212 0.492545 0.910831 0.753694
   49 7349.832   0.466319 2005.93 2968.44  9.74537 0.488325 0.916641 0.749427
   50 7349.829   0.466306 2005.84 2969.02  9.74125 0.486940 0.918105 0.749877
   51 7349.818   0.466148 2007.15 2970.70  9.65296 0.481724 0.933248 0.751396
   52 7349.813   0.465824 2009.73 2972.37  9.54561 0.477478 0.950838 0.752797
   53 7349.806   0.465931 2010.47 2971.49  9.48096 0.476056 0.960114 0.750810
   54 7349.800   0.465871 2010.75 2970.27  9.43491 0.475955 0.967545 0.747687
   55 7349.794   0.465660 2012.22 2971.35  9.36924 0.474509 0.978748 0.746126
   56 7349.780   0.465687 2013.10 2973.90  9.28906 0.471234 0.991853 0.745868
   57 7349.769   0.465836 2012.74 2978.70  9.24824 0.468799 0.997121 0.746620
   58 7349.762   0.466038 2012.21 2981.00  9.19464 0.466715 1.002400 0.744144
   59 7349.746   0.466494 2010.69 2985.86  9.01496 0.459891 1.019880 0.733283
   60 7349.726   0.466583 2009.71 2990.14  8.93498 0.455975 1.018060 0.720743
   61 7349.682   0.466421 2010.06 2997.50  8.73501 0.445280 1.010140 0.686834
   62 7349.652   0.466127 2013.30 2999.88  8.63645 0.438068 0.994105 0.662721
   63 7349.633   0.465772 2021.89 2995.42  8.37575 0.421508 0.976394 0.619534
   64 7349.616   0.466050 2020.52 2998.93  8.49379 0.428174 0.981592 0.639379
   65 7349.604   0.466406 2021.47 2999.88  8.51235 0.430387 0.990445 0.648679
   66 7349.597   0.466784 2020.84 3000.00  8.52409 0.431376 0.991191 0.650375
   67 7349.581   0.467190 2020.66 2999.72  8.40889 0.425285 0.990786 0.635654
   68 7349.569   0.467162 2018.79 2998.46  8.29136 0.419432 0.991766 0.621588
   69 7349.553   0.466726 2016.13 2994.53  8.17340 0.412136 0.983006 0.603042
   70 7349.542   0.466055 2012.93 2987.15  8.00999 0.403018 0.978630 0.583200
   71 7349.541   0.466125 2012.34 2989.44  8.02022 0.404190 0.983354 0.587583
   72 7349.541   0.466159 2012.27 2990.76  8.03353 0.405155 0.985325 0.590417
   73 7349.540   0.466159 2012.26 2990.83  8.03497 0.405224 0.985253 0.590546
   74 7349.540   0.466159 2012.25 2990.86  8.03533 0.405242 0.985233 0.590578
   75 7349.538   0.464206 2005.99 2990.96  7.95870 0.401419 0.966725 0.573238
   76 7349.536   0.464099 2005.39 2991.04  7.95206 0.399943 0.964602 0.569974
   77 7349.535   0.464242 2005.15 2991.20  7.93818 0.398338 0.960438 0.567060
   78 7349.534   0.464344 2005.74 2991.29  7.93234 0.398030 0.959383 0.564195
   79 7349.533   0.464420 2006.36 2991.37  7.92385 0.397795 0.958411 0.562472
   80 7349.533   0.464487 2007.04 2991.45  7.91539 0.397523 0.957287 0.560759
   81 7349.533   0.464520 2008.90 2991.61  7.89363 0.396508 0.954067 0.556914
