Scenario,RetCode,LogLik,-2LL,AIC,BIC,nParm,nObs,nSub,EpsShrinkage,Condition
WorkFlow,3,-3674.765790,7349.531580,7373.531580,7422.014637,12,420,60,0.162660,65848.031960
