Scenario,ID,nVmax,nKm,nV,nKa,nVmax_shrinkage,nKm_shrinkage,nV_shrinkage,nKa_shrinkage
WorkFlow,1,8.12299195546239e-05,-0.344233495766972,-0.784646514619798,0.193681206554319,0.999724,0.222322,0.08338,0.49756
WorkFlow,2,3.03246690205004e-05,-0.140015615157283,-0.724983791151448,0.0621447546314439,0.999789,0.227702,0.084659,0.476841
WorkFlow,3,-5.2632671594727e-05,0.224164161315358,0.977077801927184,-0.297034374721384,0.999974,0.272034,0.649812,0.459216
WorkFlow,4,5.99520163450593e-06,-0.011198483045321,-0.0281535123746022,0.140547588544411,0.999891,0.25706,0.18735,0.507575
WorkFlow,5,-3.84719417394625e-05,0.339681959394701,0.659320053593216,0.128364758254417,0.999955,0.258776,0.417503,0.503397
WorkFlow,6,1.07219404211848e-05,0.199224925942491,-0.135719526240252,0.279059729796283,0.999901,0.243394,0.202101,0.5013
WorkFlow,7,-3.85786247045657e-05,0.0992197622389638,0.634106422323394,-0.72740475785936,0.999949,0.324355,0.410902,0.440406
WorkFlow,8,7.18317668963431e-06,0.491848426963726,-0.138836911153223,-0.44089175251716,0.999927,0.297158,0.323761,0.453059
WorkFlow,9,7.88594235490175e-05,-0.0829756671920273,-0.962724236647024,0.808997186635912,0.999751,0.199871,0.063794,0.564329
WorkFlow,10,-5.68760908987505e-05,-0.0544257262709488,0.96555020928345,-0.385653953599285,0.999961,0.285145,0.530082,0.457926
WorkFlow,11,-1.98843661581409e-05,0.124624662818753,0.31053905416088,0.0853155924699942,0.999932,0.258122,0.343332,0.487306
WorkFlow,12,-5.18180287487862e-05,-0.66677792077161,0.50742536515091,-0.569123000613789,0.999886,0.297958,0.182901,0.440293
WorkFlow,13,2.41745972630268e-05,-0.353896306210513,-0.666497380031152,-0.271586733917234,0.99981,0.223445,0.065849,0.427249
WorkFlow,14,4.11324745221739e-05,-0.545871288133743,-0.622858177369406,-0.26838573290489,0.999732,0.244707,0.067993,0.441351
WorkFlow,15,1.37463942001232e-05,-0.157589545259629,-0.0674983597670098,0.0185834429980701,0.999873,0.256198,0.162605,0.492086
WorkFlow,16,-1.03733418952142e-05,0.583159846161519,0.16939395682779,-0.857818591742451,0.99995,0.355302,0.428701,0.448453
WorkFlow,17,3.85520193455957e-06,-0.0260531329392202,-0.111172524429012,0.169458454326014,0.999883,0.243342,0.11296,0.496393
WorkFlow,18,-7.68446420730584e-05,-0.16703209002634,1.47992506576593,-0.393078182997522,0.999976,0.273014,0.660937,0.450723
WorkFlow,19,-3.73585105337835e-05,-0.727376714714354,0.329995105485443,0.696035489545665,0.999853,0.222293,0.136181,0.572267
WorkFlow,20,0.000134868829194301,-0.68878286139291,-0.893938572622498,-0.108448948136641,0.999599,0.220178,0.062286,0.434551
WorkFlow,21,1.06762361062778e-05,0.410822717335331,-0.206009805490604,0.322133996218487,0.999909,0.241574,0.190358,0.528206
WorkFlow,22,3.0821804622358e-05,0.510534858629884,-0.383433650223084,0.18726399527541,0.999911,0.25902,0.309519,0.504864
WorkFlow,23,-5.33710323306479e-05,-0.0382892803515419,0.924707674810375,-0.308524169992884,0.999966,0.286796,0.603493,0.481146
WorkFlow,24,-7.21044358683786e-05,-0.149112909719469,1.28984003334955,-0.81564008415213,0.999978,0.317768,0.704019,0.4306
WorkFlow,25,3.29748635863232e-05,0.0236890772704906,-0.458856456607361,-0.377996087111912,0.999857,0.276885,0.10973,0.45673
WorkFlow,26,-2.15268346274484e-05,0.0399630125430552,0.348469917544879,0.0826840683158284,0.999923,0.258819,0.233275,0.497834
WorkFlow,27,7.50107199575422e-05,0.352216892160606,-0.830471589786393,-0.101800917749397,0.999852,0.244561,0.107802,0.45968
WorkFlow,28,-3.75271285956731e-05,-0.10842033417299,0.561231260968856,-0.467318698181288,0.999928,0.293463,0.252807,0.458906
WorkFlow,29,-4.46305909035606e-05,-0.189695457755441,0.494211750339631,-0.21786837221879,0.999922,0.280551,0.295838,0.467935
WorkFlow,30,1.00456287118105e-05,0.30496395167873,-0.0671640253969882,0.142888971090032,0.999919,0.253929,0.31491,0.51511
WorkFlow,31,4.59898780899172e-06,-0.0195265571587892,0.0147018346163678,0.446521489729057,0.999898,0.260166,0.314912,0.539216
WorkFlow,32,-1.50104758332627e-05,0.393869323159995,0.307586785914459,-0.019807808132565,0.999949,0.274243,0.447547,0.478152
WorkFlow,33,7.3329353048344e-06,0.473520829758814,-0.106304595390114,-0.0253387109382318,0.999925,0.278787,0.311352,0.477045
WorkFlow,34,-3.37056080806167e-05,-0.239021431946509,0.581752791692247,0.619751991003794,0.999919,0.234685,0.221326,0.561896
WorkFlow,35,0.000117781498887627,0.408511863960577,-1.27567331375454,0.0264891810461806,0.999825,0.213831,0.062549,0.459436
WorkFlow,36,-2.87719278795129e-07,0.354958413495541,-0.10629160904519,-0.34974865686569,0.999916,0.292908,0.247054,0.471339
WorkFlow,37,2.85980945279143e-05,-0.0653998719103511,-0.435446542004725,0.213558600738107,0.99984,0.241044,0.145168,0.488149
WorkFlow,38,-2.60182755213497e-05,-0.262105370527705,0.418651040915847,0.0893431839052081,0.999908,0.246572,0.20117,0.498446
WorkFlow,39,2.80138867349612e-05,0.150798523660902,-0.342414131307253,-0.260510343777681,0.999882,0.264157,0.168102,0.453903
WorkFlow,40,7.49278447611343e-05,-0.569828462467967,-0.512836251035559,-0.169004667592158,0.999768,0.227382,0.069192,0.444848
WorkFlow,41,-2.17522836389265e-05,0.137609133777967,0.369580971005662,0.626637239478249,0.999931,0.229067,0.283601,0.552971
WorkFlow,42,4.60978384563387e-05,-0.301253832694404,-0.978986642777901,0.353136635787521,0.999708,0.201662,0.060369,0.499916
WorkFlow,43,4.10305854304055e-05,0.594002153635135,-0.495702536214354,0.176691342796622,0.999915,0.263219,0.390545,0.519604
WorkFlow,44,1.79363933386919e-05,-0.45522320050014,-0.383574126596249,-0.0796368220393895,0.999812,0.229641,0.068283,0.456889
WorkFlow,45,5.06291589479429e-05,-0.425988777942702,-0.539399075257961,0.11375945512244,0.999772,0.227977,0.083258,0.46328
WorkFlow,46,-6.03229272832059e-05,-0.239125078983262,0.85635140825152,0.650248672545866,0.999936,0.238451,0.297272,0.562256
WorkFlow,47,1.9920302220289e-05,-0.0562799920568821,-0.128524992744865,0.984871302892539,0.999877,0.22613,0.247423,0.599801
WorkFlow,48,1.67481931086318e-05,-0.00249246397010851,-0.092686150056653,0.115439140113162,0.999888,0.253164,0.214531,0.496936
WorkFlow,49,6.70479704970572e-05,0.530772246686118,-0.796900959815263,-0.4206255711521,0.999869,0.296843,0.150096,0.457354
WorkFlow,50,8.46529480325898e-05,0.33818020427106,-0.876854753611609,0.0908958215806283,0.999836,0.246697,0.110542,0.480314
WorkFlow,51,2.3779032386881e-05,0.232031482603483,-0.260227739490306,-0.48739208893857,0.999896,0.278973,0.138396,0.451725
WorkFlow,52,-5.0669548369409e-06,0.50099447689777,0.103356475311847,-0.40311758203234,0.999952,0.293654,0.511479,0.447757
WorkFlow,53,5.89050256481085e-05,-0.120656726399668,-0.63220234653707,-0.429270011659007,0.999804,0.281523,0.14145,0.453867
WorkFlow,54,-2.92028513396357e-05,-0.524095407527365,0.419636210728558,-0.508285815017445,0.999888,0.294315,0.164583,0.440475
WorkFlow,55,1.85425861696155e-05,0.00292077994808752,-0.298481409013221,-0.59870483786173,0.999872,0.28663,0.120687,0.434071
WorkFlow,56,7.60641223435651e-05,-0.728714840787935,-0.595662163138616,0.450888986860939,0.999675,0.206659,0.061671,0.481868
WorkFlow,57,-1.36980515739114e-06,-0.00547449025833027,-0.0354163739421507,-0.146990632992998,0.999897,0.27206,0.244673,0.455777
WorkFlow,58,-3.80378804587042e-05,-0.658130159997927,0.525970024215026,0.0609709654612539,0.999885,0.243682,0.145246,0.475875
WorkFlow,59,-1.42745652720911e-05,-0.193579205975715,0.247005141896098,-0.036397199730206,0.999903,0.249801,0.212762,0.473783
WorkFlow,60,-3.06315435095824e-05,-0.287637890678897,0.304507575506875,-0.179668259050464,0.999897,0.276446,0.188177,0.481375
