Scenario,RetCode,LogLik,-2LL,AIC,BIC,nParm,nObs,nSub,EpsShrinkage,Condition
WorkFlow,3,-3911.761500,7823.523000,7839.523000,7871.845038,8,420,60,0.121770,11972.814590
