Scenario,Label,nVmax,nV
WorkFlow,Omega
WorkFlow,nVmax,0.10968054907844,0
WorkFlow,nV,0,0.148643832866509
WorkFlow,Correlation
WorkFlow,nVmax,1,0
WorkFlow,nV,0,1
WorkFlow,Shrinkage,0.147689346113254,0.131203457616194
