Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,0.00111929357866587,,,,,
WorkFlow,0.295670044908358,12967.492433959,,,,
WorkFlow,-1.59766330722716,27965.3439063769,97063.4263078724,,,
WorkFlow,0.01792210041984,-18.1955678513124,-81.4056505487964,1.12208968590312,,
WorkFlow,0.000575938824720695,-0.346094742136328,-4.19163744221579,0.0207594467078854,0.00676593964901721,
WorkFlow,-0.00469448775441031,-40.060692560924,-68.4205787874404,-0.131468895162309,0.00795818494299686,1.4986395391018
