Scenario,Label,nVmax,nV
WorkFlow,Omega
WorkFlow,nVmax,0.163940780786225,0.0720437547631722
WorkFlow,nV,0.0720437547631722,0.129479712785682
WorkFlow,Correlation
WorkFlow,nVmax,1,0.494483695148421
WorkFlow,nV,0.494483695148421,1
WorkFlow,Shrinkage,0.117218207260686,0.144325232304598
