Scenario,Label,nVmax,nKm,nV
WorkFlow,Omega
WorkFlow,nVmax,0.251826865371851,0.151454806870583,0.177885380966657
WorkFlow,nKm,0.151454806870583,0.178922731093847,0.144652571968792
WorkFlow,nV,0.177885380966657,0.144652571968792,0.227835356026314
WorkFlow,Correlation
WorkFlow,nVmax,1,0.713508699068059,0.742640566120758
WorkFlow,nKm,0.713508699068059,1,0.716444974569364
WorkFlow,nV,0.742640566120758,0.716444974569364,1
WorkFlow,Shrinkage,0.177574663686076,0.124329273621123,0.333905173817297
