Scenario,RetCode,LogLik,-2LL,AIC,BIC,nParm,nObs,nSub,EpsShrinkage,Condition
WorkFlow,3,-3698.423850,7396.847700,7424.847700,7481.411266,14,420,60,0.122650,74074.216520
