"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",7866.04746
"WorkFlow",1,"CMultStdev",0.765586
"WorkFlow",1,"tvVmax",1236.12
"WorkFlow",1,"tvKm",1213.64
"WorkFlow",1,"tvV",16.8392
"WorkFlow",1,"tvKa",1.18321
"WorkFlow",1,"dVdWT",1.09899
"WorkFlow",2,"-2LL",7849.97638
"WorkFlow",2,"CMultStdev",0.686158
"WorkFlow",2,"tvVmax",1222.6
"WorkFlow",2,"tvKm",1234.42
"WorkFlow",2,"tvV",16.6086
"WorkFlow",2,"tvKa",1.20143
"WorkFlow",2,"dVdWT",1.08843
"WorkFlow",3,"-2LL",7837.49066
"WorkFlow",3,"CMultStdev",0.618089
"WorkFlow",3,"tvVmax",1205.25
"WorkFlow",3,"tvKm",1253.66
"WorkFlow",3,"tvV",15.9436
"WorkFlow",3,"tvKa",1.21428
"WorkFlow",3,"dVdWT",1.06037
"WorkFlow",4,"-2LL",7833.11596
"WorkFlow",4,"CMultStdev",0.453816
"WorkFlow",4,"tvVmax",1233.85
"WorkFlow",4,"tvKm",1382.08
"WorkFlow",4,"tvV",13.6837
"WorkFlow",4,"tvKa",1.34692
"WorkFlow",4,"dVdWT",1.07162
"WorkFlow",5,"-2LL",7821.77582
"WorkFlow",5,"CMultStdev",0.542988
"WorkFlow",5,"tvVmax",1190.62
"WorkFlow",5,"tvKm",1404.1
"WorkFlow",5,"tvV",14.6722
"WorkFlow",5,"tvKa",1.30656
"WorkFlow",5,"dVdWT",1.04609
"WorkFlow",6,"-2LL",7817.34828
"WorkFlow",6,"CMultStdev",0.535139
"WorkFlow",6,"tvVmax",1219.44
"WorkFlow",6,"tvKm",1458.21
"WorkFlow",6,"tvV",14.1664
"WorkFlow",6,"tvKa",1.30759
"WorkFlow",6,"dVdWT",1.01192
"WorkFlow",7,"-2LL",7807.33098
"WorkFlow",7,"CMultStdev",0.514276
"WorkFlow",7,"tvVmax",1311.48
"WorkFlow",7,"tvKm",1671.57
"WorkFlow",7,"tvV",13.2083
"WorkFlow",7,"tvKa",1.26843
"WorkFlow",7,"dVdWT",0.898729
"WorkFlow",8,"-2LL",7806.68018
"WorkFlow",8,"CMultStdev",0.516737
"WorkFlow",8,"tvVmax",1357.79
"WorkFlow",8,"tvKm",1748.97
"WorkFlow",8,"tvV",13.266
"WorkFlow",8,"tvKa",1.21679
"WorkFlow",8,"dVdWT",0.875893
"WorkFlow",9,"-2LL",7806.04408
"WorkFlow",9,"CMultStdev",0.52423
"WorkFlow",9,"tvVmax",1343.66
"WorkFlow",9,"tvKm",1704.94
"WorkFlow",9,"tvV",13.4695
"WorkFlow",9,"tvKa",1.20238
"WorkFlow",9,"dVdWT",0.906739
"WorkFlow",10,"-2LL",7805.9953
"WorkFlow",10,"CMultStdev",0.527751
"WorkFlow",10,"tvVmax",1340.05
"WorkFlow",10,"tvKm",1697.69
"WorkFlow",10,"tvV",13.4674
"WorkFlow",10,"tvKa",1.19588
"WorkFlow",10,"dVdWT",0.944544
"WorkFlow",11,"-2LL",7805.96098
"WorkFlow",11,"CMultStdev",0.527032
"WorkFlow",11,"tvVmax",1335.91
"WorkFlow",11,"tvKm",1684.16
"WorkFlow",11,"tvV",13.4997
"WorkFlow",11,"tvKa",1.2064
"WorkFlow",11,"dVdWT",0.958118
"WorkFlow",12,"-2LL",7805.93712
"WorkFlow",12,"CMultStdev",0.527339
"WorkFlow",12,"tvVmax",1329.05
"WorkFlow",12,"tvKm",1664.97
"WorkFlow",12,"tvV",13.5136
"WorkFlow",12,"tvKa",1.21038
"WorkFlow",12,"dVdWT",0.980762
"WorkFlow",13,"-2LL",7805.91538
"WorkFlow",13,"CMultStdev",0.527937
"WorkFlow",13,"tvVmax",1324.11
"WorkFlow",13,"tvKm",1636.54
"WorkFlow",13,"tvV",13.5258
"WorkFlow",13,"tvKa",1.21422
"WorkFlow",13,"dVdWT",1.00159
"WorkFlow",14,"-2LL",7805.88874
"WorkFlow",14,"CMultStdev",0.527936
"WorkFlow",14,"tvVmax",1308.99
"WorkFlow",14,"tvKm",1592.89
"WorkFlow",14,"tvV",13.5567
"WorkFlow",14,"tvKa",1.22007
"WorkFlow",14,"dVdWT",1.01513
"WorkFlow",15,"-2LL",7805.85078
"WorkFlow",15,"CMultStdev",0.52807
"WorkFlow",15,"tvVmax",1297.43
"WorkFlow",15,"tvKm",1538.08
"WorkFlow",15,"tvV",13.5675
"WorkFlow",15,"tvKa",1.22387
"WorkFlow",15,"dVdWT",1.01071
"WorkFlow",16,"-2LL",7805.80638
"WorkFlow",16,"CMultStdev",0.527219
"WorkFlow",16,"tvVmax",1275.67
"WorkFlow",16,"tvKm",1458.61
"WorkFlow",16,"tvV",13.585
"WorkFlow",16,"tvKa",1.22487
"WorkFlow",16,"dVdWT",0.974513
"WorkFlow",17,"-2LL",7805.79912
"WorkFlow",17,"CMultStdev",0.526922
"WorkFlow",17,"tvVmax",1277.95
"WorkFlow",17,"tvKm",1466.92
"WorkFlow",17,"tvV",13.5763
"WorkFlow",17,"tvKa",1.22132
"WorkFlow",17,"dVdWT",0.961698
