Scenario,Label,nVmax,nV
WorkFlow,Omega
WorkFlow,nVmax,0.110470050598741,0
WorkFlow,nV,0,0.150686378685272
WorkFlow,Correlation
WorkFlow,nVmax,1,0
WorkFlow,nV,0,1
WorkFlow,Shrinkage,0.152577705093638,0.136779995834905
