Scenario,RetCode,LogLik,-2LL,AIC,BIC,nParm,nObs,nSub,EpsShrinkage,Condition
WorkFlow,1,-3902.899560,7805.799120,7823.799120,7860.161412,9,420,60,0.122280,13511.440730
