"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",7811.28448
"WorkFlow",1,"CMultStdev",0.721306
"WorkFlow",1,"tvVmax",1314.35
"WorkFlow",1,"tvKm",1189.83
"WorkFlow",1,"tvV",16.7661
"WorkFlow",1,"tvKa",1.16984
"WorkFlow",1,"dVdWT",1.07464
"WorkFlow",2,"-2LL",7794.634
"WorkFlow",2,"CMultStdev",0.643714
"WorkFlow",2,"tvVmax",1326.76
"WorkFlow",2,"tvKm",1202
"WorkFlow",2,"tvV",16.3636
"WorkFlow",2,"tvKa",1.18199
"WorkFlow",2,"dVdWT",1.05561
"WorkFlow",3,"-2LL",7779.78216
"WorkFlow",3,"CMultStdev",0.568479
"WorkFlow",3,"tvVmax",1344.92
"WorkFlow",3,"tvKm",1223.47
"WorkFlow",3,"tvV",15.4884
"WorkFlow",3,"tvKa",1.19424
"WorkFlow",3,"dVdWT",1.00406
"WorkFlow",4,"-2LL",7776.5204
"WorkFlow",4,"CMultStdev",0.423516
"WorkFlow",4,"tvVmax",1375.28
"WorkFlow",4,"tvKm",1356.77
"WorkFlow",4,"tvV",12.5893
"WorkFlow",4,"tvKa",1.19734
"WorkFlow",4,"dVdWT",0.864175
"WorkFlow",5,"-2LL",7761.01758
"WorkFlow",5,"CMultStdev",0.50403
"WorkFlow",5,"tvVmax",1398.82
"WorkFlow",5,"tvKm",1379.25
"WorkFlow",5,"tvV",13.5859
"WorkFlow",5,"tvKa",1.20546
"WorkFlow",5,"dVdWT",0.858893
"WorkFlow",6,"-2LL",7752.62072
"WorkFlow",6,"CMultStdev",0.506565
"WorkFlow",6,"tvVmax",1403.89
"WorkFlow",6,"tvKm",1510.27
"WorkFlow",6,"tvV",13.7208
"WorkFlow",6,"tvKa",1.19215
"WorkFlow",6,"dVdWT",0.800119
"WorkFlow",7,"-2LL",7745.13118
"WorkFlow",7,"CMultStdev",0.509063
"WorkFlow",7,"tvVmax",1493.71
"WorkFlow",7,"tvKm",1640.21
"WorkFlow",7,"tvV",13.2793
"WorkFlow",7,"tvKa",1.16997
"WorkFlow",7,"dVdWT",0.720907
"WorkFlow",8,"-2LL",7742.93702
"WorkFlow",8,"CMultStdev",0.504385
"WorkFlow",8,"tvVmax",1502.9
"WorkFlow",8,"tvKm",1721.62
"WorkFlow",8,"tvV",13.4125
"WorkFlow",8,"tvKa",1.12977
"WorkFlow",8,"dVdWT",0.694551
"WorkFlow",9,"-2LL",7741.70106
"WorkFlow",9,"CMultStdev",0.496635
"WorkFlow",9,"tvVmax",1515.46
"WorkFlow",9,"tvKm",1730.13
"WorkFlow",9,"tvV",13.1995
"WorkFlow",9,"tvKa",1.09888
"WorkFlow",9,"dVdWT",0.691048
"WorkFlow",10,"-2LL",7739.45998
"WorkFlow",10,"CMultStdev",0.484443
"WorkFlow",10,"tvVmax",1514.94
"WorkFlow",10,"tvKm",1709.07
"WorkFlow",10,"tvV",13.0866
"WorkFlow",10,"tvKa",1.083
"WorkFlow",10,"dVdWT",0.713776
"WorkFlow",11,"-2LL",7738.59018
"WorkFlow",11,"CMultStdev",0.488054
"WorkFlow",11,"tvVmax",1510.62
"WorkFlow",11,"tvKm",1684.96
"WorkFlow",11,"tvV",12.9338
"WorkFlow",11,"tvKa",1.10821
"WorkFlow",11,"dVdWT",0.688173
"WorkFlow",12,"-2LL",7738.13732
"WorkFlow",12,"CMultStdev",0.495771
"WorkFlow",12,"tvVmax",1490.01
"WorkFlow",12,"tvKm",1667.35
"WorkFlow",12,"tvV",13.1034
"WorkFlow",12,"tvKa",1.11343
"WorkFlow",12,"dVdWT",0.652052
"WorkFlow",13,"-2LL",7737.91834
"WorkFlow",13,"CMultStdev",0.501592
"WorkFlow",13,"tvVmax",1505.83
"WorkFlow",13,"tvKm",1664
"WorkFlow",13,"tvV",13.1254
"WorkFlow",13,"tvKa",1.11566
"WorkFlow",13,"dVdWT",0.633851
"WorkFlow",14,"-2LL",7737.81662
"WorkFlow",14,"CMultStdev",0.499803
"WorkFlow",14,"tvVmax",1511.48
"WorkFlow",14,"tvKm",1675.06
"WorkFlow",14,"tvV",13.1302
"WorkFlow",14,"tvKa",1.1104
"WorkFlow",14,"dVdWT",0.631536
"WorkFlow",15,"-2LL",7737.74842
"WorkFlow",15,"CMultStdev",0.497475
"WorkFlow",15,"tvVmax",1513.81
"WorkFlow",15,"tvKm",1691.17
"WorkFlow",15,"tvV",13.1067
"WorkFlow",15,"tvKa",1.10586
"WorkFlow",15,"dVdWT",0.61708
"WorkFlow",16,"-2LL",7737.69892
"WorkFlow",16,"CMultStdev",0.496402
"WorkFlow",16,"tvVmax",1521.39
"WorkFlow",16,"tvKm",1705.86
"WorkFlow",16,"tvV",13.1267
"WorkFlow",16,"tvKa",1.10579
"WorkFlow",16,"dVdWT",0.619839
"WorkFlow",17,"-2LL",7737.69248
"WorkFlow",17,"CMultStdev",0.495622
"WorkFlow",17,"tvVmax",1518.13
"WorkFlow",17,"tvKm",1704.09
"WorkFlow",17,"tvV",13.0794
"WorkFlow",17,"tvKa",1.10275
"WorkFlow",17,"dVdWT",0.616427
"WorkFlow",18,"-2LL",7737.67424
"WorkFlow",18,"CMultStdev",0.495252
"WorkFlow",18,"tvVmax",1519.79
"WorkFlow",18,"tvKm",1712.89
"WorkFlow",18,"tvV",13.0539
"WorkFlow",18,"tvKa",1.10093
"WorkFlow",18,"dVdWT",0.608748
"WorkFlow",19,"-2LL",7737.62832
"WorkFlow",19,"CMultStdev",0.495032
"WorkFlow",19,"tvVmax",1526.73
"WorkFlow",19,"tvKm",1727.22
"WorkFlow",19,"tvV",13.0607
"WorkFlow",19,"tvKa",1.09964
"WorkFlow",19,"dVdWT",0.605354
"WorkFlow",20,"-2LL",7737.59732
"WorkFlow",20,"CMultStdev",0.496045
"WorkFlow",20,"tvVmax",1524.97
"WorkFlow",20,"tvKm",1732.49
"WorkFlow",20,"tvV",13.0794
"WorkFlow",20,"tvKa",1.10964
"WorkFlow",20,"dVdWT",0.606895
"WorkFlow",21,"-2LL",7737.56906
"WorkFlow",21,"CMultStdev",0.496619
"WorkFlow",21,"tvVmax",1527.43
"WorkFlow",21,"tvKm",1745.37
"WorkFlow",21,"tvV",13.0696
"WorkFlow",21,"tvKa",1.11195
"WorkFlow",21,"dVdWT",0.605499
"WorkFlow",22,"-2LL",7737.5008
"WorkFlow",22,"CMultStdev",0.49732
"WorkFlow",22,"tvVmax",1541
"WorkFlow",22,"tvKm",1792.58
"WorkFlow",22,"tvV",13.0404
"WorkFlow",22,"tvKa",1.11229
"WorkFlow",22,"dVdWT",0.597909
"WorkFlow",23,"-2LL",7737.4429
"WorkFlow",23,"CMultStdev",0.497337
"WorkFlow",23,"tvVmax",1557.22
"WorkFlow",23,"tvKm",1840.4
"WorkFlow",23,"tvV",13.0213
"WorkFlow",23,"tvKa",1.108
"WorkFlow",23,"dVdWT",0.591848
"WorkFlow",24,"-2LL",7737.3581
"WorkFlow",24,"CMultStdev",0.49698
"WorkFlow",24,"tvVmax",1587.89
"WorkFlow",24,"tvKm",1922.78
"WorkFlow",24,"tvV",13.0084
"WorkFlow",24,"tvKa",1.09952
"WorkFlow",24,"dVdWT",0.587038
"WorkFlow",25,"-2LL",7737.3103
"WorkFlow",25,"CMultStdev",0.496289
"WorkFlow",25,"tvVmax",1625.67
"WorkFlow",25,"tvKm",2022.49
"WorkFlow",25,"tvV",12.995
"WorkFlow",25,"tvKa",1.09122
"WorkFlow",25,"dVdWT",0.589007
"WorkFlow",26,"-2LL",7737.28862
"WorkFlow",26,"CMultStdev",0.496447
"WorkFlow",26,"tvVmax",1626.62
"WorkFlow",26,"tvKm",2021.92
"WorkFlow",26,"tvV",13.0151
"WorkFlow",26,"tvKa",1.09263
"WorkFlow",26,"dVdWT",0.596458
"WorkFlow",27,"-2LL",7737.26458
"WorkFlow",27,"CMultStdev",0.496697
"WorkFlow",27,"tvVmax",1623.93
"WorkFlow",27,"tvKm",2009.1
"WorkFlow",27,"tvV",13.0524
"WorkFlow",27,"tvKa",1.097
"WorkFlow",27,"dVdWT",0.616132
"WorkFlow",28,"-2LL",7737.25538
"WorkFlow",28,"CMultStdev",0.496951
"WorkFlow",28,"tvVmax",1625.18
"WorkFlow",28,"tvKm",2010.45
"WorkFlow",28,"tvV",13.0592
"WorkFlow",28,"tvKa",1.09842
"WorkFlow",28,"dVdWT",0.621984
"WorkFlow",29,"-2LL",7737.22752
"WorkFlow",29,"CMultStdev",0.497389
"WorkFlow",29,"tvVmax",1634.2
"WorkFlow",29,"tvKm",2033.08
"WorkFlow",29,"tvV",13.0615
"WorkFlow",29,"tvKa",1.10025
"WorkFlow",29,"dVdWT",0.637082
"WorkFlow",30,"-2LL",7737.19482
"WorkFlow",30,"CMultStdev",0.497781
"WorkFlow",30,"tvVmax",1659.04
"WorkFlow",30,"tvKm",2100.47
"WorkFlow",30,"tvV",13.0487
"WorkFlow",30,"tvKa",1.10016
"WorkFlow",30,"dVdWT",0.647854
"WorkFlow",31,"-2LL",7737.16156
"WorkFlow",31,"CMultStdev",0.497734
"WorkFlow",31,"tvVmax",1667.26
"WorkFlow",31,"tvKm",2126.32
"WorkFlow",31,"tvV",13.0415
"WorkFlow",31,"tvKa",1.09924
"WorkFlow",31,"dVdWT",0.640451
"WorkFlow",32,"-2LL",7737.08678
"WorkFlow",32,"CMultStdev",0.496966
"WorkFlow",32,"tvVmax",1742.22
"WorkFlow",32,"tvKm",2339.46
"WorkFlow",32,"tvV",12.9738
"WorkFlow",32,"tvKa",1.08925
"WorkFlow",32,"dVdWT",0.590647
"WorkFlow",33,"-2LL",7737.05358
"WorkFlow",33,"CMultStdev",0.49678
"WorkFlow",33,"tvVmax",1720.27
"WorkFlow",33,"tvKm",2284.89
"WorkFlow",33,"tvV",12.9987
