Scenario,ID,nVmax,nVmax_shrinkage
WorkFlow,1,0.128079312018003,0.215619
WorkFlow,2,0.331449253382569,0.14272
WorkFlow,3,-0.640625898179721,0.65719
WorkFlow,4,0.0507858263762206,0.356836
WorkFlow,5,-0.629532463211687,0.598162
WorkFlow,6,-0.0982876625977294,0.2416
WorkFlow,7,0.414716340150261,0.099283
WorkFlow,8,0.122176224145703,0.257571
WorkFlow,9,0.0270935555813242,0.277628
WorkFlow,10,-0.424409489440575,0.534731
WorkFlow,11,-0.0506483253501502,0.436382
WorkFlow,12,-0.197825974313636,0.444878
WorkFlow,13,0.140036364909973,0.131155
WorkFlow,14,-0.278846184797825,0.281764
WorkFlow,15,0.121039877073546,0.290412
WorkFlow,16,-0.297459677808476,0.408765
WorkFlow,17,0.618608268404939,0.04327
WorkFlow,18,0.106576989001226,0.267189
WorkFlow,19,-0.142979393570786,0.446712
WorkFlow,20,0.539751841776893,0.092269
WorkFlow,21,-0.526549896798052,0.613823
WorkFlow,22,0.0284405161238328,0.370171
WorkFlow,23,-0.0844814580947496,0.402108
WorkFlow,24,0.582697196662723,0.037484
WorkFlow,25,-0.116917435468409,0.371312
WorkFlow,26,-0.743722938833803,0.675049
WorkFlow,27,-0.1514546600105,0.339687
WorkFlow,28,0.12169560564832,0.078508
WorkFlow,29,-0.0152414961750685,0.234412
WorkFlow,30,0.00453181704159846,0.331608
WorkFlow,31,0.0907226509951732,0.406515
WorkFlow,32,0.0968404082925826,0.21088
WorkFlow,33,0.722226046040708,0.054617
WorkFlow,34,-0.456140362453183,0.485657
WorkFlow,35,-0.18790627929034,0.16834
WorkFlow,36,-0.0456119545008166,0.229183
WorkFlow,37,-0.365986492345368,0.540504
WorkFlow,38,0.177234750208537,0.142559
WorkFlow,39,0.365480004464503,0.175276
WorkFlow,40,0.374773564532338,0.151893
WorkFlow,41,0.525667393458671,0.057271
WorkFlow,42,0.115890644227825,0.176744
WorkFlow,43,0.406057627954862,0.205879
WorkFlow,44,0.0403473212504408,0.23586
WorkFlow,45,-0.193800507649645,0.383719
WorkFlow,46,0.220299896874775,0.083929
WorkFlow,47,0.277553172346977,0.212638
WorkFlow,48,0.163374812990386,0.26095
WorkFlow,49,-0.356724286915973,0.489054
WorkFlow,50,0.167534124085722,0.245046
WorkFlow,51,-0.245304102282584,0.374305
WorkFlow,52,-0.151033508894914,0.394132
WorkFlow,53,0.460206547073659,0.145895
WorkFlow,54,0.329655873184331,0.06882
WorkFlow,55,0.468018990709901,0.131992
WorkFlow,56,0.0274078852874643,0.426798
WorkFlow,57,-0.281762626145414,0.477803
WorkFlow,58,0.0899652963708935,0.127391
WorkFlow,59,-0.312426379803122,0.520664
WorkFlow,60,0.0582768236095159,0.20017
