Scenario,Parameter,Estimate,Units,Stderr,CV%,2.5%CI,97.5%CI,Var.Inf.factor
WorkFlow,CMultStdev,0.53634825770957,,,,,,
WorkFlow,tvVmax,1870.95666177929,,,,,,
WorkFlow,tvKm,2998.23445747,,,,,,
WorkFlow,tvV,6.43902193199468,,,,,,
WorkFlow,tvKa,0.574311218925136,,,,,,
WorkFlow,K12,2.85896425147903,,,,,,
WorkFlow,K21,1.38367496781896,,,,,,
WorkFlow,dVdWT,1.03413792029082,,,,,,
WorkFlow,CEps,0.502633893501295,,,,,,
