Scenario,Label,nVmax,nKm,nV
WorkFlow,Omega
WorkFlow,nVmax,0.0989098792111519,0,0
WorkFlow,nKm,0,0.14475256189261,0
WorkFlow,nV,0,0,0.00982639388377642
WorkFlow,Correlation
WorkFlow,nVmax,1,0,0
WorkFlow,nKm,0,1,0
WorkFlow,nV,0,0,1
WorkFlow,Shrinkage,0.123164604263639,0.131597416943925,0.896443385580298
