Strat1,Strat2,Strat3,Bin_Min,IVAR,Bin_Max,DV0,DV,ObsName,QI,QE,ObsCat
0,0,0,0.37,0.37,0.37,1904.8,,"CObs","05%","--" 
0,0,0,0.39,0.39,0.39,1354.2,,"CObs","05%","--" 
0,0,0,0.44,0.44,0.44,5214.3,,"CObs","05%","--" 
0,0,0,0.45,0.45,0.45,3969.3,,"CObs","05%","--" 
0,0,0,0.46,0.46,0.46,1794.4,,"CObs","05%","--" 
0,0,0,0.47,0.47,0.47,827.54,,"CObs","05%","--" 
0,0,0,0.48,0.48,0.48,1217,,"CObs","05%","--" 
0,0,0,0.49,0.49,0.49,1279.6,,"CObs","05%","--" 
0,0,0,0.5,0.5,0.5,1983.5,,"CObs","05%","--" 
0,0,0,0.51,0.51,0.51,2868.1,,"CObs","05%","--" 
0,0,0,0.52,0.52,0.52,1381,,"CObs","05%","--" 
0,0,0,0.53,0.53,0.53,3079.4,,"CObs","05%","--" 
0,0,0,0.54,0.54,0.54,2010.6,,"CObs","05%","--" 
0,0,0,0.55,0.55,0.55,5458.1,,"CObs","05%","--" 
0,0,0,0.56,0.56,0.56,4389.6,,"CObs","05%","--" 
0,0,0,0.57,0.57,0.57,1267.4,,"CObs","05%","--" 
0,0,0,0.58,0.58,0.58,1310.5,,"CObs","05%","--" 
0,0,0,0.59,0.59,0.59,1340.9,,"CObs","05%","--" 
0,0,0,0.62,0.62,0.62,7872.1,,"CObs","05%","--" 
0,0,0,0.64,0.64,0.64,4384.1,,"CObs","05%","--" 
0,0,0,1.71,1.71,1.71,9887.3,,"CObs","05%","--" 
0,0,0,1.72,1.72,1.72,9938.1,,"CObs","05%","--" 
0,0,0,1.73,1.73,1.73,4900.1,,"CObs","05%","--" 
0,0,0,1.74,1.74,1.74,2333.2,,"CObs","05%","--" 
0,0,0,1.75,1.75,1.75,2192.8,,"CObs","05%","--" 
0,0,0,1.76,1.76,1.76,4773.8,,"CObs","05%","--" 
0,0,0,1.77,1.77,1.77,6462.1,,"CObs","05%","--" 
0,0,0,1.8,1.8,1.8,7680.6,,"CObs","05%","--" 
0,0,0,1.81,1.81,1.81,8033.1,,"CObs","05%","--" 
0,0,0,1.83,1.83,1.83,11979,,"CObs","05%","--" 
0,0,0,1.85,1.85,1.85,7743.9,,"CObs","05%","--" 
0,0,0,1.86,1.86,1.86,9544.2,,"CObs","05%","--" 
0,0,0,1.87,1.87,1.87,1390.9,,"CObs","05%","--" 
0,0,0,1.88,1.88,1.88,4929.1,,"CObs","05%","--" 
0,0,0,1.89,1.89,1.89,3238.5,,"CObs","05%","--" 
0,0,0,1.91,1.91,1.91,21272,,"CObs","05%","--" 
0,0,0,1.92,1.92,1.92,3287.3,,"CObs","05%","--" 
0,0,0,1.93,1.93,1.93,8948.2,,"CObs","05%","--" 
0,0,0,1.94,1.94,1.94,6953.4,,"CObs","05%","--" 
0,0,0,1.95,1.95,1.95,6042.3,,"CObs","05%","--" 
0,0,0,1.98,1.98,1.98,4454.7,,"CObs","05%","--" 
0,0,0,1.99,1.99,1.99,34247,,"CObs","05%","--" 
0,0,0,2,2,2,10159,,"CObs","05%","--" 
0,0,0,2.01,2.01,2.01,3263.5,,"CObs","05%","--" 
0,0,0,2.02,2.02,2.02,3631.6,,"CObs","05%","--" 
0,0,0,2.03,2.03,2.03,1576.9,,"CObs","05%","--" 
0,0,0,2.05,2.05,2.05,5572.3,,"CObs","05%","--" 
0,0,0,2.06,2.06,2.06,4607,,"CObs","05%","--" 
0,0,0,2.08,2.08,2.08,3032.7,,"CObs","05%","--" 
0,0,0,2.12,2.12,2.12,4326.6,,"CObs","05%","--" 
0,0,0,2.13,2.13,2.13,1067.9,,"CObs","05%","--" 
0,0,0,2.17,2.17,2.17,7210.1,,"CObs","05%","--" 
0,0,0,2.25,2.25,2.25,11009,,"CObs","05%","--" 
0,0,0,2.28,2.28,2.28,4747,,"CObs","05%","--" 
0,0,0,2.29,2.29,2.29,3581.3,,"CObs","05%","--" 
0,0,0,2.33,2.33,2.33,4124.7,,"CObs","05%","--" 
0,0,0,2.35,2.35,2.35,9987,,"CObs","05%","--" 
0,0,0,2.37,2.37,2.37,6578.9,,"CObs","05%","--" 
0,0,0,2.38,2.38,2.38,8986.7,,"CObs","05%","--" 
0,0,0,2.41,2.41,2.41,3334.4,,"CObs","05%","--" 
0,0,0,5.09,5.09,5.09,10312,,"CObs","05%","--" 
0,0,0,5.15,5.15,5.15,8755.5,,"CObs","05%","--" 
0,0,0,5.19,5.19,5.19,4017.2,,"CObs","05%","--" 
0,0,0,5.2,5.2,5.2,3968,,"CObs","05%","--" 
0,0,0,5.26,5.26,5.26,6290.3,,"CObs","05%","--" 
0,0,0,5.33,5.33,5.33,9174.8,,"CObs","05%","--" 
0,0,0,5.34,5.34,5.34,9133.8,,"CObs","05%","--" 
0,0,0,5.4,5.4,5.4,12868,,"CObs","05%","--" 
0,0,0,5.44,5.44,5.44,10832,,"CObs","05%","--" 
0,0,0,5.47,5.47,5.47,2638.2,,"CObs","05%","--" 
0,0,0,5.5,5.5,5.5,5665.5,,"CObs","05%","--" 
0,0,0,5.51,5.51,5.51,12674,,"CObs","05%","--" 
0,0,0,5.59,5.59,5.59,4972.1,,"CObs","05%","--" 
0,0,0,5.61,5.61,5.61,2253.3,,"CObs","05%","--" 
0,0,0,5.62,5.62,5.62,5470,,"CObs","05%","--" 
0,0,0,5.67,5.67,5.67,13136,,"CObs","05%","--" 
0,0,0,5.68,5.68,5.68,12365,,"CObs","05%","--" 
0,0,0,5.73,5.73,5.73,8629,,"CObs","05%","--" 
0,0,0,5.74,5.74,5.74,5114.1,,"CObs","05%","--" 
0,0,0,5.75,5.75,5.75,2834.4,,"CObs","05%","--" 
0,0,0,5.77,5.77,5.77,3934,,"CObs","05%","--" 
0,0,0,5.78,5.78,5.78,1863.7,,"CObs","05%","--" 
0,0,0,5.8,5.8,5.8,3427.5,,"CObs","05%","--" 
0,0,0,5.82,5.82,5.82,5354.7,,"CObs","05%","--" 
0,0,0,5.91,5.91,5.91,10611,,"CObs","05%","--" 
0,0,0,5.97,5.97,5.97,2184,,"CObs","05%","--" 
0,0,0,5.98,5.98,5.98,5342.9,,"CObs","05%","--" 
0,0,0,5.99,5.99,5.99,8734,,"CObs","05%","--" 
0,0,0,6.15,6.15,6.15,34774,,"CObs","05%","--" 
0,0,0,6.16,6.16,6.16,9007.3,,"CObs","05%","--" 
0,0,0,6.23,6.23,6.23,2981.3,,"CObs","05%","--" 
0,0,0,6.25,6.25,6.25,11393,,"CObs","05%","--" 
0,0,0,6.26,6.26,6.26,4884.4,,"CObs","05%","--" 
0,0,0,6.3,6.3,6.3,3781.9,,"CObs","05%","--" 
0,0,0,6.31,6.31,6.31,2841.7,,"CObs","05%","--" 
