Scenario,ID,nVmax,nVmax_shrinkage
WorkFlow,1,0.181424561797724,0.150168
WorkFlow,2,0.281756218364387,0.084521
WorkFlow,3,-0.604858748425394,0.650153
WorkFlow,4,-0.0405640521738968,0.191223
WorkFlow,5,-0.498797835811476,0.400661
WorkFlow,6,-0.0764899789333316,0.201495
WorkFlow,7,0.417114479349877,0.041194
WorkFlow,8,0.0625673736610407,0.147863
WorkFlow,9,-0.0166537041590327,0.172418
WorkFlow,10,-0.395125906878251,0.470959
WorkFlow,11,-0.175266063730685,0.293783
WorkFlow,12,-0.229399356797467,0.347869
WorkFlow,13,0.188938759114211,0.079878
WorkFlow,14,-0.177805457471728,0.303847
WorkFlow,15,-0.031177389025121,0.202731
WorkFlow,16,-0.316301503816826,0.348259
WorkFlow,17,0.623471021408165,0.021233
WorkFlow,18,0.0804457574539223,0.128561
WorkFlow,19,-0.134243202556296,0.282768
WorkFlow,20,0.392619139598602,0.053382
WorkFlow,21,-0.567685794323748,0.514316
WorkFlow,22,-0.0107731137227592,0.240946
WorkFlow,23,-0.0736140636578696,0.306239
WorkFlow,24,0.668339067000286,0.03464
WorkFlow,25,-0.0619178520714133,0.194009
WorkFlow,26,-0.761256545401602,0.650965
WorkFlow,27,-0.16582277571971,0.272493
WorkFlow,28,0.196230138100365,0.062319
WorkFlow,29,0.0122550961467851,0.167569
WorkFlow,30,-0.0566621844542513,0.246427
WorkFlow,31,0.0517015022422451,0.236984
WorkFlow,32,0.0449463600593691,0.162714
WorkFlow,33,0.773368250074654,0.02037
WorkFlow,34,-0.390716173332952,0.360052
WorkFlow,35,-0.140856044556998,0.151887
WorkFlow,36,-0.0808965928351117,0.193715
WorkFlow,37,-0.319452231904033,0.475747
WorkFlow,38,0.20149825503396,0.074234
WorkFlow,39,0.25959353269844,0.081447
WorkFlow,40,0.31139370682591,0.071268
WorkFlow,41,0.66525366729496,0.022826
WorkFlow,42,0.117580252411927,0.115249
WorkFlow,43,0.322303099628085,0.121526
WorkFlow,44,0.0254087195326034,0.122847
WorkFlow,45,-0.180052339619406,0.352167
WorkFlow,46,0.275954921917781,0.050347
WorkFlow,47,0.21542438174082,0.138222
WorkFlow,48,0.028006992309469,0.190165
WorkFlow,49,-0.336502019244992,0.416464
WorkFlow,50,0.0708889213078918,0.149249
WorkFlow,51,-0.237801663239552,0.241814
WorkFlow,52,-0.0615650063637933,0.299945
WorkFlow,53,0.407365147219495,0.081078
WorkFlow,54,0.423421252624825,0.044454
WorkFlow,55,0.368875596616499,0.048746
WorkFlow,56,0.00260129589209223,0.183597
WorkFlow,57,-0.277753580914,0.432353
WorkFlow,58,0.0860250225203728,0.111915
WorkFlow,59,-0.342541233738509,0.415521
WorkFlow,60,0.127623719479819,0.10423
