Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,0.000565111200711376,,,,,
WorkFlow,0.634389762365264,8946.50219622304,,,,
WorkFlow,1.6724770260186,21051.3444106356,125626.818989483,,,
WorkFlow,-0.00339015742116318,1.45897610734242,32.9643218495542,0.29351827538478,,
WorkFlow,-0.000889322727887123,-0.419050932893273,1.84042060086274,0.0267228762472324,0.00555541993597596,
WorkFlow,0.0017846223008557,9.0493043552345,1.55882481002126,0.0405845428701526,0.00114905041239476,0.15912462015789
