Scenario,RetCode,LogLik,-2LL,AIC,BIC,nParm,nObs,nSub,EpsShrinkage,Condition
WorkFlow,3,-3888.865770,7777.731540,7791.731540,7820.013323,7,420,60,0.046460,18772.706750
