Scenario,RetCode,LogLik,-2LL,AIC,BIC,nParm,nObs,nSub,EpsShrinkage,Condition
WorkFlow,1,-3834.790280,7669.580560,7691.580560,7736.023362,11,420,60,0.174630,15004.047140
