Strat1,Strat2,Strat3,Bin_Min,IVAR,Bin_Max,DV,ObsName,Q,ObsCat
0,0,0,0.37,0.37,0.37,246.600483934947,"CObs","05%" 
0,0,0,0.39,0.39,0.39,223.924241325648,"CObs","05%" 
0,0,0,0.44,0.44,0.44,203.459775457656,"CObs","05%" 
0,0,0,0.45,0.45,0.45,418.248076002911,"CObs","05%" 
0,0,0,0.46,0.46,0.46,251.104213796634,"CObs","05%" 
0,0,0,0.47,0.47,0.47,244.543418536826,"CObs","05%" 
0,0,0,0.48,0.48,0.48,354.626080733156,"CObs","05%" 
0,0,0,0.49,0.49,0.49,293.129617388068,"CObs","05%" 
0,0,0,0.5,0.5,0.5,340.660629626798,"CObs","05%" 
0,0,0,0.51,0.51,0.51,360.154318445334,"CObs","05%" 
0,0,0,0.52,0.52,0.52,344.875639667769,"CObs","05%" 
0,0,0,0.53,0.53,0.53,457.420442573534,"CObs","05%" 
0,0,0,0.54,0.54,0.54,340.704461891292,"CObs","05%" 
0,0,0,0.55,0.55,0.55,451.859818733436,"CObs","05%" 
0,0,0,0.56,0.56,0.56,229.839001812433,"CObs","05%" 
0,0,0,0.57,0.57,0.57,363.140448259332,"CObs","05%" 
0,0,0,0.58,0.58,0.58,293.726719280334,"CObs","05%" 
0,0,0,0.59,0.59,0.59,322.905784772004,"CObs","05%" 
0,0,0,0.62,0.62,0.62,510.54901774435,"CObs","05%" 
0,0,0,0.64,0.64,0.64,636.079119954243,"CObs","05%" 
0,0,0,1.71,1.71,1.71,751.560908608681,"CObs","05%" 
0,0,0,1.72,1.72,1.72,1050.52886151345,"CObs","05%" 
0,0,0,1.73,1.73,1.73,913.486871654415,"CObs","05%" 
0,0,0,1.74,1.74,1.74,470.246557735918,"CObs","05%" 
0,0,0,1.75,1.75,1.75,730.894545927327,"CObs","05%" 
0,0,0,1.76,1.76,1.76,903.555565274156,"CObs","05%" 
0,0,0,1.77,1.77,1.77,702.981850623459,"CObs","05%" 
0,0,0,1.8,1.8,1.8,1449.99207162876,"CObs","05%" 
0,0,0,1.81,1.81,1.81,1298.39366204795,"CObs","05%" 
0,0,0,1.83,1.83,1.83,652.411211057273,"CObs","05%" 
0,0,0,1.85,1.85,1.85,757.025783222733,"CObs","05%" 
